sitename,itemname,itemengname,itemunit,monitormonth,concentration
二林,二氧化氮,NO2,ppb,2023-04,7.8
二林,風速,WIND_SPEED,m/sec,2023-04,2.1
二林,溫度,AMB_TEMP,℃,2023-04,24.2
二林,細懸浮微粒,PM2.5,μg/m3,2023-04,27
二林,相對濕度,RH,%,2023-04,80
南投,二氧化硫,SO2,ppb,2023-04,1.4
南投,一氧化碳,CO,ppm,2023-04,0.39
南投,臭氧,O3,ppb,2023-04,31.6
南投,懸浮微粒,PM10,μg/m3,2023-04,48
南投,氮氧化物,NOx,ppb,2023-04,13.5
南投,一氧化氮,NO,ppb,2023-04,1.4
南投,二氧化氮,NO2,ppb,2023-04,12
南投,風速,WIND_SPEED,m/sec,2023-04,1.3
南投,溫度,AMB_TEMP,℃,2023-04,24.4
南投,細懸浮微粒,PM2.5,μg/m3,2023-04,24
南投,相對濕度,RH,%,2023-04,69
斗六,二氧化硫,SO2,ppb,2023-04,1.9
斗六,一氧化碳,CO,ppm,2023-04,0.37
斗六,臭氧,O3,ppb,2023-04,36.9
斗六,懸浮微粒,PM10,μg/m3,2023-04,58
斗六,氮氧化物,NOx,ppb,2023-04,10.7
斗六,一氧化氮,NO,ppb,2023-04,1.2
斗六,二氧化氮,NO2,ppb,2023-04,9.4
斗六,風速,WIND_SPEED,m/sec,2023-04,1.4
斗六,溫度,AMB_TEMP,℃,2023-04,24.6
斗六,細懸浮微粒,PM2.5,μg/m3,2023-04,29
斗六,相對濕度,RH,%,2023-04,73
崙背,二氧化硫,SO2,ppb,2023-04,1.7
崙背,一氧化碳,CO,ppm,2023-04,0.32
崙背,臭氧,O3,ppb,2023-04,35.9
崙背,懸浮微粒,PM10,μg/m3,2023-04,57
崙背,氮氧化物,NOx,ppb,2023-04,8.2
崙背,一氧化氮,NO,ppb,2023-04,0.9
崙背,二氧化氮,NO2,ppb,2023-04,7.2
崙背,風速,WIND_SPEED,m/sec,2023-04,1.3
崙背,溫度,AMB_TEMP,℃,2023-04,24.2
崙背,細懸浮微粒,PM2.5,μg/m3,2023-04,28
崙背,相對濕度,RH,%,2023-04,79
新港,二氧化硫,SO2,ppb,2023-04,2
新港,一氧化碳,CO,ppm,2023-04,0.33
新港,臭氧,O3,ppb,2023-04,38.7
新港,懸浮微粒,PM10,μg/m3,2023-04,58
新港,氮氧化物,NOx,ppb,2023-04,9
新港,一氧化氮,NO,ppb,2023-04,1.5
新港,二氧化氮,NO2,ppb,2023-04,7.5
新港,風速,WIND_SPEED,m/sec,2023-04,1.8
新港,溫度,AMB_TEMP,℃,2023-04,24.3
新港,細懸浮微粒,PM2.5,μg/m3,2023-04,28
新港,相對濕度,RH,%,2023-04,77
朴子,二氧化硫,SO2,ppb,2023-04,1.5
朴子,一氧化碳,CO,ppm,2023-04,0.32
朴子,臭氧,O3,ppb,2023-04,40.9
朴子,懸浮微粒,PM10,μg/m3,2023-04,51
朴子,氮氧化物,NOx,ppb,2023-04,7.3
朴子,一氧化氮,NO,ppb,2023-04,0.6
朴子,二氧化氮,NO2,ppb,2023-04,6.6
朴子,風速,WIND_SPEED,m/sec,2023-04,1.3
臺西,一氧化氮,NO,ppb,2023-04,1.4
臺西,二氧化氮,NO2,ppb,2023-04,6.8
臺西,風速,WIND_SPEED,m/sec,2023-04,3.1
臺西,溫度,AMB_TEMP,℃,2023-04,23.9
臺西,細懸浮微粒,PM2.5,μg/m3,2023-04,22
臺西,相對濕度,RH,%,2023-04,88
新營,一氧化碳,CO,ppm,2023-04,0.33
新營,懸浮微粒,PM10,μg/m3,2023-04,53
新營,氮氧化物,NOx,ppb,2023-04,10.9
新營,一氧化氮,NO,ppb,2023-04,1.2
新營,二氧化氮,NO2,ppb,2023-04,9.5
新營,風速,WIND_SPEED,m/sec,2023-04,1.6
新營,溫度,AMB_TEMP,℃,2023-04,25.1
新營,細懸浮微粒,PM2.5,μg/m3,2023-04,24
新營,相對濕度,RH,%,2023-04,74
善化,二氧化硫,SO2,ppb,2023-04,1.6
善化,一氧化碳,CO,ppm,2023-04,0.28
善化,臭氧,O3,ppb,2023-04,37.3
善化,懸浮微粒,PM10,μg/m3,2023-04,45
善化,氮氧化物,NOx,ppb,2023-04,9.8
善化,一氧化氮,NO,ppb,2023-04,1
善化,二氧化氮,NO2,ppb,2023-04,8.7
善化,風速,WIND_SPEED,m/sec,2023-04,2.1
善化,溫度,AMB_TEMP,℃,2023-04,25.4
善化,細懸浮微粒,PM2.5,μg/m3,2023-04,21
善化,相對濕度,RH,%,2023-04,71
安南,二氧化硫,SO2,ppb,2023-04,1.4
安南,一氧化碳,CO,ppm,2023-04,0.33
安南,懸浮微粒,PM10,μg/m3,2023-04,53
安南,氮氧化物,NOx,ppb,2023-04,9.5
安南,一氧化氮,NO,ppb,2023-04,1.1
安南,二氧化氮,NO2,ppb,2023-04,8.3
安南,風速,WIND_SPEED,m/sec,2023-04,2.1
安南,溫度,AMB_TEMP,℃,2023-04,25.7
安南,細懸浮微粒,PM2.5,μg/m3,2023-04,24
安南,相對濕度,RH,%,2023-04,69
臺南,二氧化硫,SO2,ppb,2023-04,0.9
臺南,一氧化碳,CO,ppm,2023-04,0.38
臺南,臭氧,O3,ppb,2023-04,32.3
臺南,懸浮微粒,PM10,μg/m3,2023-04,53
臺南,氮氧化物,NOx,ppb,2023-04,10.6
臺南,一氧化氮,NO,ppb,2023-04,0.8
臺南,二氧化氮,NO2,ppb,2023-04,9.7
臺南,風速,WIND_SPEED,m/sec,2023-04,0.6
臺南,溫度,AMB_TEMP,℃,2023-04,24.4
臺南,細懸浮微粒,PM2.5,μg/m3,2023-04,23
臺南,相對濕度,RH,%,2023-04,67
美濃,二氧化硫,SO2,ppb,2023-04,0.9
美濃,一氧化碳,CO,ppm,2023-04,0.31
美濃,臭氧,O3,ppb,2023-04,40.1
美濃,懸浮微粒,PM10,μg/m3,2023-04,42
美濃,氮氧化物,NOx,ppb,2023-04,6.9
美濃,一氧化氮,NO,ppb,2023-04,0.9
美濃,二氧化氮,NO2,ppb,2023-04,6
美濃,風速,WIND_SPEED,m/sec,2023-04,1.2
美濃,溫度,AMB_TEMP,℃,2023-04,26.4
美濃,細懸浮微粒,PM2.5,μg/m3,2023-04,19
美濃,相對濕度,RH,%,2023-04,75
橋頭,二氧化硫,SO2,ppb,2023-04,1.7
橋頭,一氧化碳,CO,ppm,2023-04,0.35
橋頭,臭氧,O3,ppb,2023-04,38.4
橋頭,懸浮微粒,PM10,μg/m3,2023-04,56
橋頭,氮氧化物,NOx,ppb,2023-04,12.4
橋頭,一氧化氮,NO,ppb,2023-04,1.3
橋頭,二氧化氮,NO2,ppb,2023-04,11.1
橋頭,風速,WIND_SPEED,m/sec,2023-04,2.2
橋頭,溫度,AMB_TEMP,℃,2023-04,26.1
橋頭,細懸浮微粒,PM2.5,μg/m3,2023-04,25
橋頭,相對濕度,RH,%,2023-04,75
仁武,二氧化硫,SO2,ppb,2023-04,1.6
仁武,一氧化碳,CO,ppm,2023-04,0.36
仁武,臭氧,O3,ppb,2023-04,39.8
仁武,懸浮微粒,PM10,μg/m3,2023-04,51
仁武,氮氧化物,NOx,ppb,2023-04,13.1
仁武,一氧化氮,NO,ppb,2023-04,1.3
仁武,二氧化氮,NO2,ppb,2023-04,11.8
仁武,風速,WIND_SPEED,m/sec,2023-04,2.1
仁武,溫度,AMB_TEMP,℃,2023-04,26
仁武,細懸浮微粒,PM2.5,μg/m3,2023-04,23
仁武,相對濕度,RH,%,2023-04,72
鳳山,二氧化硫,SO2,ppb,2023-04,1.9
鳳山,一氧化碳,CO,ppm,2023-04,0.52
鳳山,臭氧,O3,ppb,2023-04,36.4
鳳山,懸浮微粒,PM10,μg/m3,2023-04,46
鳳山,氮氧化物,NOx,ppb,2023-04,16.2
鳳山,一氧化氮,NO,ppb,2023-04,1.9
鳳山,二氧化氮,NO2,ppb,2023-04,14.2
鳳山,風速,WIND_SPEED,m/sec,2023-04,0.8
鳳山,溫度,AMB_TEMP,℃,2023-04,27.1
鳳山,細懸浮微粒,PM2.5,μg/m3,2023-04,24
鳳山,相對濕度,RH,%,2023-04,67
大寮,二氧化硫,SO2,ppb,2023-04,2.3
大寮,一氧化碳,CO,ppm,2023-04,0.36
大寮,臭氧,O3,ppb,2023-04,37.7
大寮,懸浮微粒,PM10,μg/m3,2023-04,52
大寮,氮氧化物,NOx,ppb,2023-04,13
大寮,一氧化氮,NO,ppb,2023-04,1
大寮,二氧化氮,NO2,ppb,2023-04,11.9
觀音,臭氧,O3,ppb,2023-04,42.5
大寮,風速,WIND_SPEED,m/sec,2023-04,1.5
大寮,溫度,AMB_TEMP,℃,2023-04,26.5
大寮,細懸浮微粒,PM2.5,μg/m3,2023-04,24
大寮,相對濕度,RH,%,2023-04,73
林園,二氧化硫,SO2,ppb,2023-04,1.2
林園,一氧化碳,CO,ppm,2023-04,0.28
林園,臭氧,O3,ppb,2023-04,41.3
林園,懸浮微粒,PM10,μg/m3,2023-04,46
林園,氮氧化物,NOx,ppb,2023-04,8.6
林園,一氧化氮,NO,ppb,2023-04,0.8
林園,二氧化氮,NO2,ppb,2023-04,7.7
林園,風速,WIND_SPEED,m/sec,2023-04,1.9
林園,溫度,AMB_TEMP,℃,2023-04,26.5
林園,細懸浮微粒,PM2.5,μg/m3,2023-04,19
林園,相對濕度,RH,%,2023-04,73
楠梓,二氧化硫,SO2,ppb,2023-04,1.6
楠梓,一氧化碳,CO,ppm,2023-04,0.34
楠梓,臭氧,O3,ppb,2023-04,38.6
楠梓,懸浮微粒,PM10,μg/m3,2023-04,52
楠梓,氮氧化物,NOx,ppb,2023-04,13.6
楠梓,一氧化氮,NO,ppb,2023-04,1.2
楠梓,二氧化氮,NO2,ppb,2023-04,12.3
楠梓,風速,WIND_SPEED,m/sec,2023-04,1.7
楠梓,溫度,AMB_TEMP,℃,2023-04,26.4
楠梓,細懸浮微粒,PM2.5,μg/m3,2023-04,21
楠梓,相對濕度,RH,%,2023-04,67
左營,二氧化硫,SO2,ppb,2023-04,1.8
左營,一氧化碳,CO,ppm,2023-04,0.33
左營,臭氧,O3,ppb,2023-04,41.3
左營,懸浮微粒,PM10,μg/m3,2023-04,49
左營,氮氧化物,NOx,ppb,2023-04,11.1
左營,一氧化氮,NO,ppb,2023-04,1
左營,二氧化氮,NO2,ppb,2023-04,10
左營,風速,WIND_SPEED,m/sec,2023-04,2.3
左營,溫度,AMB_TEMP,℃,2023-04,26.5
左營,細懸浮微粒,PM2.5,μg/m3,2023-04,22
左營,相對濕度,RH,%,2023-04,72
前金,二氧化硫,SO2,ppb,2023-04,1.1
前金,一氧化碳,CO,ppm,2023-04,0.34
前金,臭氧,O3,ppb,2023-04,43.5
前金,懸浮微粒,PM10,μg/m3,2023-04,47
前金,氮氧化物,NOx,ppb,2023-04,10
前金,一氧化氮,NO,ppb,2023-04,0.7
前金,二氧化氮,NO2,ppb,2023-04,9.2
前金,風速,WIND_SPEED,m/sec,2023-04,2.4
前金,溫度,AMB_TEMP,℃,2023-04,26.3
古亭,氮氧化物,NOx,ppb,2023-04,12.9
古亭,懸浮微粒,PM10,μg/m3,2023-04,35
古亭,臭氧,O3,ppb,2023-04,37
古亭,一氧化碳,CO,ppm,2023-04,0.35
古亭,二氧化硫,SO2,ppb,2023-04,0.7
萬華,相對濕度,RH,%,2023-04,74
萬華,細懸浮微粒,PM2.5,μg/m3,2023-04,19
萬華,溫度,AMB_TEMP,℃,2023-04,23
萬華,風速,WIND_SPEED,m/sec,2023-04,1.6
萬華,二氧化氮,NO2,ppb,2023-04,18.5
萬華,一氧化氮,NO,ppb,2023-04,2.5
萬華,臭氧,O3,ppb,2023-04,33.9
萬華,一氧化碳,CO,ppm,2023-04,0.46
萬華,二氧化硫,SO2,ppb,2023-04,0.9
前金,細懸浮微粒,PM2.5,μg/m3,2023-04,22
前金,相對濕度,RH,%,2023-04,76
前鎮,二氧化硫,SO2,ppb,2023-04,1.8
前鎮,一氧化碳,CO,ppm,2023-04,0.39
前鎮,臭氧,O3,ppb,2023-04,38.9
前鎮,懸浮微粒,PM10,μg/m3,2023-04,49
前鎮,氮氧化物,NOx,ppb,2023-04,15.4
前鎮,一氧化氮,NO,ppb,2023-04,1.6
前鎮,二氧化氮,NO2,ppb,2023-04,13.7
前鎮,風速,WIND_SPEED,m/sec,2023-04,1.4
前鎮,溫度,AMB_TEMP,℃,2023-04,26.3
前鎮,細懸浮微粒,PM2.5,μg/m3,2023-04,21
前鎮,相對濕度,RH,%,2023-04,72
小港,二氧化硫,SO2,ppb,2023-04,2.4
小港,一氧化碳,CO,ppm,2023-04,0.35
小港,臭氧,O3,ppb,2023-04,37
小港,懸浮微粒,PM10,μg/m3,2023-04,46
小港,氮氧化物,NOx,ppb,2023-04,18.5
小港,一氧化氮,NO,ppb,2023-04,2
小港,二氧化氮,NO2,ppb,2023-04,16.5
小港,風速,WIND_SPEED,m/sec,2023-04,1.9
小港,溫度,AMB_TEMP,℃,2023-04,26.7
小港,細懸浮微粒,PM2.5,μg/m3,2023-04,23
小港,相對濕度,RH,%,2023-04,72
屏東,二氧化硫,SO2,ppb,2023-04,1.4
屏東,一氧化碳,CO,ppm,2023-04,0.35
屏東,臭氧,O3,ppb,2023-04,42.3
屏東,懸浮微粒,PM10,μg/m3,2023-04,47
屏東,氮氧化物,NOx,ppb,2023-04,10.6
屏東,一氧化氮,NO,ppb,2023-04,0.8
屏東,二氧化氮,NO2,ppb,2023-04,9.8
屏東,風速,WIND_SPEED,m/sec,2023-04,1.6
屏東,溫度,AMB_TEMP,℃,2023-04,26.9
屏東,細懸浮微粒,PM2.5,μg/m3,2023-04,23
屏東,相對濕度,RH,%,2023-04,70
潮州,二氧化硫,SO2,ppb,2023-04,1.2
潮州,一氧化碳,CO,ppm,2023-04,0.31
潮州,臭氧,O3,ppb,2023-04,39.9
潮州,懸浮微粒,PM10,μg/m3,2023-04,39
潮州,氮氧化物,NOx,ppb,2023-04,7.9
潮州,一氧化氮,NO,ppb,2023-04,0.9
潮州,二氧化氮,NO2,ppb,2023-04,6.9
潮州,風速,WIND_SPEED,m/sec,2023-04,1.5
潮州,溫度,AMB_TEMP,℃,2023-04,25.8
潮州,細懸浮微粒,PM2.5,μg/m3,2023-04,19
潮州,相對濕度,RH,%,2023-04,73
恆春,二氧化硫,SO2,ppb,2023-04,0.5
恆春,一氧化碳,CO,ppm,2023-04,0.19
恆春,臭氧,O3,ppb,2023-04,44.8
觀音,一氧化碳,CO,ppm,2023-04,0.27
恆春,懸浮微粒,PM10,μg/m3,2023-04,16
中山,二氧化氮,NO2,ppb,2023-04,19.7
中山,一氧化氮,NO,ppb,2023-04,4.3
中山,氮氧化物,NOx,ppb,2023-04,24
中山,懸浮微粒,PM10,μg/m3,2023-04,40
中山,臭氧,O3,ppb,2023-04,32
中山,一氧化碳,CO,ppm,2023-04,0.49
中山,二氧化硫,SO2,ppb,2023-04,0.9
士林,相對濕度,RH,%,2023-04,80
士林,細懸浮微粒,PM2.5,μg/m3,2023-04,17
士林,溫度,AMB_TEMP,℃,2023-04,22.9
士林,風速,WIND_SPEED,m/sec,2023-04,1.4
士林,二氧化氮,NO2,ppb,2023-04,12.1
士林,一氧化氮,NO,ppb,2023-04,1.4
士林,氮氧化物,NOx,ppb,2023-04,13.7
士林,懸浮微粒,PM10,μg/m3,2023-04,34
士林,臭氧,O3,ppb,2023-04,37.6
士林,一氧化碳,CO,ppm,2023-04,0.33
士林,二氧化硫,SO2,ppb,2023-04,0.9
淡水,細懸浮微粒,PM2.5,μg/m3,2023-04,16
淡水,溫度,AMB_TEMP,℃,2023-04,21.7
淡水,風速,WIND_SPEED,m/sec,2023-04,1.5
淡水,二氧化氮,NO2,ppb,2023-04,8.8
淡水,一氧化氮,NO,ppb,2023-04,1.5
淡水,氮氧化物,NOx,ppb,2023-04,10.4
淡水,懸浮微粒,PM10,μg/m3,2023-04,31
淡水,臭氧,O3,ppb,2023-04,36.5
淡水,一氧化碳,CO,ppm,2023-04,0.32
淡水,二氧化硫,SO2,ppb,2023-04,1.1
林口,相對濕度,RH,%,2023-04,87
林口,細懸浮微粒,PM2.5,μg/m3,2023-04,17
林口,溫度,AMB_TEMP,℃,2023-04,21.1
林口,風速,WIND_SPEED,m/sec,2023-04,1.6
林口,一氧化氮,NO,ppb,2023-04,2
林口,氮氧化物,NOx,ppb,2023-04,13.5
林口,懸浮微粒,PM10,μg/m3,2023-04,35
林口,臭氧,O3,ppb,2023-04,40.8
林口,一氧化碳,CO,ppm,2023-04,0.31
恆春,氮氧化物,NOx,ppb,2023-04,1.4
恆春,一氧化氮,NO,ppb,2023-04,0.5
恆春,二氧化氮,NO2,ppb,2023-04,0.8
恆春,風速,WIND_SPEED,m/sec,2023-04,5
恆春,溫度,AMB_TEMP,℃,2023-04,25
恆春,細懸浮微粒,PM2.5,μg/m3,2023-04,7
恆春,相對濕度,RH,%,2023-04,76
臺東,二氧化硫,SO2,ppb,2023-04,0.7
臺東,一氧化碳,CO,ppm,2023-04,0.23
臺東,臭氧,O3,ppb,2023-04,36.4
臺東,懸浮微粒,PM10,μg/m3,2023-04,22
臺東,氮氧化物,NOx,ppb,2023-04,4.8
臺東,一氧化氮,NO,ppb,2023-04,0.9
臺東,二氧化氮,NO2,ppb,2023-04,3.8
臺東,風速,WIND_SPEED,m/sec,2023-04,1.6
臺東,溫度,AMB_TEMP,℃,2023-04,24.2
臺東,細懸浮微粒,PM2.5,μg/m3,2023-04,8
臺東,相對濕度,RH,%,2023-04,80
花蓮,二氧化硫,SO2,ppb,2023-04,0.7
花蓮,一氧化碳,CO,ppm,2023-04,0.27
花蓮,臭氧,O3,ppb,2023-04,34.9
花蓮,懸浮微粒,PM10,μg/m3,2023-04,28
花蓮,氮氧化物,NOx,ppb,2023-04,5.6
花蓮,一氧化氮,NO,ppb,2023-04,0.7
花蓮,二氧化氮,NO2,ppb,2023-04,4.8
花蓮,風速,WIND_SPEED,m/sec,2023-04,1.9
花蓮,溫度,AMB_TEMP,℃,2023-04,23
花蓮,細懸浮微粒,PM2.5,μg/m3,2023-04,12
花蓮,相對濕度,RH,%,2023-04,85
陽明,二氧化硫,SO2,ppb,2023-04,0.8
陽明,一氧化碳,CO,ppm,2023-04,0.25
陽明,臭氧,O3,ppb,2023-04,49.3
陽明,懸浮微粒,PM10,μg/m3,2023-04,21
陽明,氮氧化物,NOx,ppb,2023-04,2.7
陽明,一氧化氮,NO,ppb,2023-04,0.5
陽明,二氧化氮,NO2,ppb,2023-04,2.1
陽明,風速,WIND_SPEED,m/sec,2023-04,2.2
陽明,溫度,AMB_TEMP,℃,2023-04,16.3
陽明,細懸浮微粒,PM2.5,μg/m3,2023-04,8
陽明,相對濕度,RH,%,2023-04,88
宜蘭,二氧化硫,SO2,ppb,2023-04,0.9
宜蘭,一氧化碳,CO,ppm,2023-04,0.25
宜蘭,臭氧,O3,ppb,2023-04,34.4
宜蘭,懸浮微粒,PM10,μg/m3,2023-04,29
宜蘭,氮氧化物,NOx,ppb,2023-04,5.7
宜蘭,一氧化氮,NO,ppb,2023-04,0.8
宜蘭,二氧化氮,NO2,ppb,2023-04,4.9
宜蘭,風速,WIND_SPEED,m/sec,2023-04,1.1
宜蘭,溫度,AMB_TEMP,℃,2023-04,22.9
宜蘭,細懸浮微粒,PM2.5,μg/m3,2023-04,13
宜蘭,相對濕度,RH,%,2023-04,75
冬山,二氧化硫,SO2,ppb,2023-04,0.5
冬山,一氧化碳,CO,ppm,2023-04,0.3
冬山,臭氧,O3,ppb,2023-04,33.2
冬山,懸浮微粒,PM10,μg/m3,2023-04,33
冬山,氮氧化物,NOx,ppb,2023-04,8.8
冬山,一氧化氮,NO,ppb,2023-04,1.7
冬山,二氧化氮,NO2,ppb,2023-04,7
冬山,風速,WIND_SPEED,m/sec,2023-04,1.2
冬山,溫度,AMB_TEMP,℃,2023-04,22.1
冬山,細懸浮微粒,PM2.5,μg/m3,2023-04,12
冬山,相對濕度,RH,%,2023-04,82
三重,二氧化硫,SO2,ppb,2023-04,1
三重,一氧化碳,CO,ppm,2023-04,0.9
三重,懸浮微粒,PM10,μg/m3,2023-04,41
三重,氮氧化物,NOx,ppb,2023-04,63.4
三重,一氧化氮,NO,ppb,2023-04,31.8
三重,二氧化氮,NO2,ppb,2023-04,31.5
三重,溫度,AMB_TEMP,℃,2023-04,23.2
三重,細懸浮微粒,PM2.5,μg/m3,2023-04,20
三重,相對濕度,RH,%,2023-04,72
中壢,二氧化硫,SO2,ppb,2023-04,1.2
中壢,一氧化碳,CO,ppm,2023-04,0.74
中壢,臭氧,O3,ppb,2023-04,24.3
中壢,懸浮微粒,PM10,μg/m3,2023-04,43
中壢,氮氧化物,NOx,ppb,2023-04,38.8
中壢,一氧化氮,NO,ppb,2023-04,14.6
中壢,二氧化氮,NO2,ppb,2023-04,24.1
中壢,風速,WIND_SPEED,m/sec,2023-04,0.7
中壢,溫度,AMB_TEMP,℃,2023-04,22
中壢,細懸浮微粒,PM2.5,μg/m3,2023-04,22
中壢,相對濕度,RH,%,2023-04,84
竹山,二氧化硫,SO2,ppb,2023-04,1
竹山,一氧化碳,CO,ppm,2023-04,0.32
竹山,臭氧,O3,ppb,2023-04,32.9
竹山,懸浮微粒,PM10,μg/m3,2023-04,49
竹山,氮氧化物,NOx,ppb,2023-04,11.3
竹山,一氧化氮,NO,ppb,2023-04,1.1
竹山,二氧化氮,NO2,ppb,2023-04,10.1
竹山,風速,WIND_SPEED,m/sec,2023-04,1
竹山,溫度,AMB_TEMP,℃,2023-04,23.8
竹山,細懸浮微粒,PM2.5,μg/m3,2023-04,26
竹山,相對濕度,RH,%,2023-04,76
永和,二氧化硫,SO2,ppb,2023-04,0.7
永和,一氧化碳,CO,ppm,2023-04,0.61
永和,臭氧,O3,ppb,2023-04,32.1
永和,懸浮微粒,PM10,μg/m3,2023-04,38
永和,氮氧化物,NOx,ppb,2023-04,22.8
永和,一氧化氮,NO,ppb,2023-04,6.1
永和,二氧化氮,NO2,ppb,2023-04,16.7
永和,風速,WIND_SPEED,m/sec,2023-04,1.3
永和,溫度,AMB_TEMP,℃,2023-04,23.1
永和,細懸浮微粒,PM2.5,μg/m3,2023-04,19
永和,相對濕度,RH,%,2023-04,68
復興,二氧化硫,SO2,ppb,2023-04,1.8
復興,一氧化碳,CO,ppm,2023-04,0.44
復興,臭氧,O3,ppb,2023-04,38.6
復興,懸浮微粒,PM10,μg/m3,2023-04,46
復興,氮氧化物,NOx,ppb,2023-04,15
復興,一氧化氮,NO,ppb,2023-04,1.4
復興,二氧化氮,NO2,ppb,2023-04,13.5
復興,風速,WIND_SPEED,m/sec,2023-04,0.8
復興,溫度,AMB_TEMP,℃,2023-04,26.3
復興,細懸浮微粒,PM2.5,μg/m3,2023-04,21
復興,相對濕度,RH,%,2023-04,74
埔里,二氧化硫,SO2,ppb,2023-04,1.2
埔里,一氧化碳,CO,ppm,2023-04,0.35
埔里,臭氧,O3,ppb,2023-04,36
埔里,懸浮微粒,PM10,μg/m3,2023-04,34
埔里,氮氧化物,NOx,ppb,2023-04,7.7
埔里,一氧化氮,NO,ppb,2023-04,0.9
埔里,二氧化氮,NO2,ppb,2023-04,6.7
埔里,風速,WIND_SPEED,m/sec,2023-04,1
埔里,溫度,AMB_TEMP,℃,2023-04,23.7
埔里,細懸浮微粒,PM2.5,μg/m3,2023-04,18
埔里,相對濕度,RH,%,2023-04,72
馬祖,二氧化硫,SO2,ppb,2023-04,1.2
馬祖,一氧化碳,CO,ppm,2023-04,0.27
馬祖,臭氧,O3,ppb,2023-04,51.9
馬祖,懸浮微粒,PM10,μg/m3,2023-04,47
馬祖,氮氧化物,NOx,ppb,2023-04,7.2
馬祖,一氧化氮,NO,ppb,2023-04,0.7
馬祖,二氧化氮,NO2,ppb,2023-04,6.3
馬祖,風速,WIND_SPEED,m/sec,2023-04,1.6
馬祖,溫度,AMB_TEMP,℃,2023-04,18.2
馬祖,細懸浮微粒,PM2.5,μg/m3,2023-04,25
馬祖,相對濕度,RH,%,2023-04,79
金門,二氧化硫,SO2,ppb,2023-04,1.7
金門,一氧化碳,CO,ppm,2023-04,0.32
金門,臭氧,O3,ppb,2023-04,40.1
金門,懸浮微粒,PM10,μg/m3,2023-04,46
金門,氮氧化物,NOx,ppb,2023-04,11.9
金門,一氧化氮,NO,ppb,2023-04,1.1
金門,二氧化氮,NO2,ppb,2023-04,10.7
金門,風速,WIND_SPEED,m/sec,2023-04,2.3
金門,溫度,AMB_TEMP,℃,2023-04,20.9
金門,細懸浮微粒,PM2.5,μg/m3,2023-04,24
金門,相對濕度,RH,%,2023-04,78
馬公,二氧化硫,SO2,ppb,2023-04,0.5
馬公,一氧化碳,CO,ppm,2023-04,0.23
馬公,臭氧,O3,ppb,2023-04,51.2
馬公,懸浮微粒,PM10,μg/m3,2023-04,35
觀音,二氧化硫,SO2,ppb,2023-04,1.3
馬公,氮氧化物,NOx,ppb,2023-04,5
馬公,一氧化氮,NO,ppb,2023-04,0.8
馬公,二氧化氮,NO2,ppb,2023-04,4.1
馬公,風速,WIND_SPEED,m/sec,2023-04,2.8
馬公,溫度,AMB_TEMP,℃,2023-04,23.8
馬公,細懸浮微粒,PM2.5,μg/m3,2023-04,17
馬公,相對濕度,RH,%,2023-04,75
關山,二氧化硫,SO2,ppb,2023-04,0.5
關山,一氧化碳,CO,ppm,2023-04,0.2
關山,臭氧,O3,ppb,2023-04,31.6
關山,懸浮微粒,PM10,μg/m3,2023-04,18
關山,氮氧化物,NOx,ppb,2023-04,3.7
關山,一氧化氮,NO,ppb,2023-04,0.7
關山,二氧化氮,NO2,ppb,2023-04,2.8
關山,風速,WIND_SPEED,m/sec,2023-04,1.1
關山,溫度,AMB_TEMP,℃,2023-04,22.7
關山,細懸浮微粒,PM2.5,μg/m3,2023-04,8
三重,臭氧,O3,ppb,2023-04,20.6
關山,相對濕度,RH,%,2023-04,81
麥寮,二氧化硫,SO2,ppb,2023-04,2
麥寮,一氧化碳,CO,ppm,2023-04,0.31
麥寮,臭氧,O3,ppb,2023-04,41.3
麥寮,懸浮微粒,PM10,μg/m3,2023-04,50
麥寮,氮氧化物,NOx,ppb,2023-04,8.4
麥寮,一氧化氮,NO,ppb,2023-04,1.1
麥寮,二氧化氮,NO2,ppb,2023-04,7.2
麥寮,風速,WIND_SPEED,m/sec,2023-04,2.5
麥寮,溫度,AMB_TEMP,℃,2023-04,24.2
麥寮,細懸浮微粒,PM2.5,μg/m3,2023-04,24
麥寮,相對濕度,RH,%,2023-04,84
富貴角,二氧化硫,SO2,ppb,2023-04,0.4
富貴角,一氧化碳,CO,ppm,2023-04,0.2
富貴角,臭氧,O3,ppb,2023-04,56.8
富貴角,懸浮微粒,PM10,μg/m3,2023-04,47
富貴角,氮氧化物,NOx,ppb,2023-04,2.7
富貴角,一氧化氮,NO,ppb,2023-04,0.1
富貴角,二氧化氮,NO2,ppb,2023-04,2.5
富貴角,風速,WIND_SPEED,m/sec,2023-04,4.3
富貴角,溫度,AMB_TEMP,℃,2023-04,21.1
富貴角,細懸浮微粒,PM2.5,μg/m3,2023-04,16
富貴角,相對濕度,RH,%,2023-04,83
大城,二氧化硫,SO2,ppb,2023-04,1.3
大城,一氧化碳,CO,ppm,2023-04,0.27
大城,臭氧,O3,ppb,2023-04,44.9
大城,懸浮微粒,PM10,μg/m3,2023-04,49
大城,氮氧化物,NOx,ppb,2023-04,8
大城,一氧化氮,NO,ppb,2023-04,1.1
大城,二氧化氮,NO2,ppb,2023-04,6.8
大城,風速,WIND_SPEED,m/sec,2023-04,3.5
大城,溫度,AMB_TEMP,℃,2023-04,23.7
大城,細懸浮微粒,PM2.5,μg/m3,2023-04,23
大城,相對濕度,RH,%,2023-04,77
